store,product,time,y_pred,y_true,y_pred_sales,y_true_sales
0,0,3,-0.97231125831604,-0.7332998445572708,2659.372852062387,3072.00000009965
0,1,3,0.05584896355867386,-0.5884738318096996,4091.8489613504503,3360.00000014364
0,2,3,-0.2588195502758026,0.93879936307099,931.8254360357179,1919.99999995809
0,3,3,-0.5410916209220886,-0.554541682600428,3501.562765285204,3455.99999991724
0,4,3,-0.9136790037155151,-0.18230504142743634,4207.745538435682,6847.99999985223
0,5,3,-1.1422767639160156,-2.1578567016266414,2447.6217532836904,1440.00000004313
0,6,3,-0.17315654456615448,0.7316512612742823,1998.3348445071408,3136.00000009314
0,7,3,0.25367867946624756,2.300554563000353,2402.9826226493533,4671.999999882029
0,8,3,-0.029340747743844986,0.3219926919209064,706.9652792555462,960.000000036593
0,9,3,-1.5193240642547607,-1.1396555501817667,3038.6093537375823,4160.00000018591
0,10,3,-0.4340875744819641,-1.050529644693626,6527.81716918234,5375.99999998395
1,0,3,-0.6431894302368164,-1.2717263063032906,4740.502745996625,3200.00000003898
1,1,3,-0.8933430314064026,-0.5250955920755201,3829.604525194394,4416.00000019019
1,2,3,1.2861000299453735,1.3679672943660748,3061.9967870422843,3200.00000003898
1,3,3,0.6147840619087219,-0.08381993357765886,7250.940225207077,3776.00000013068
1,4,3,1.0727176666259766,0.2092265552005657,14761.882002988597,8127.99999985156
1,5,3,-1.0563687086105347,-0.3092508464132991,3062.915260607619,3744.00000000943
1,6,3,-0.480858713388443,0.20580497461629385,1895.726340454606,2816.00000006214
1,7,3,1.1531413793563843,1.865644767538826,2494.238922406437,3264.00000005223
1,8,3,0.09569749236106873,-1.6379241369598019,967.1072757774599,191.999999994666
1,9,3,-1.6085118055343628,-0.7797703108053344,1286.6941522171314,3072.00000009965
1,10,3,-1.1800577640533447,-2.0618827272488773,4535.027227127873,3200.00000003898
2,0,3,-0.5527572631835938,-0.8870578740851943,6509.659655587861,5439.99999972807
2,1,3,-1.2312419414520264,0.015198281700079844,6227.558274637614,8063.99999991008
2,2,3,0.5072301626205444,1.6346103481290641,2363.7088649279044,3967.9999999811
2,3,3,0.2341468185186386,-0.3250632032932184,12754.04472560296,7871.9999997474
2,4,3,-1.1167082786560059,-0.5578317983250688,4211.422194758342,6015.99999982147
2,5,3,-2.371293067932129,-0.9679903491002643,2276.579062980562,3551.99999995716
2,6,3,0.6333194971084595,0.893230047470117,5622.84158741539,6399.99999969431
2,7,3,0.15171635150909424,1.1214156652596994,3197.987821016019,4096.00000019133
2,8,3,0.25407546758651733,0.18615316830434436,1690.9427430147139,1599.9999999554
2,9,3,-0.46551135182380676,-1.1594387078538293,9606.380978658106,4160.00000018591
2,10,3,-0.17820458114147186,-1.1714504195176119,9799.866723041076,6527.99999971314
3,0,3,-1.3341890573501587,-0.8775284206305765,2823.1904542529396,3840.00000007
3,1,3,-0.2276259958744049,-0.4563095094513658,5354.187906183669,4991.99999975407
3,2,3,0.24795611202716827,1.6952945433233724,1718.73644333644,4032.00000019675
3,3,3,-0.6713338494300842,-0.3224385951533942,2675.0247749776086,3776.00000013068
3,4,3,-0.28231608867645264,-0.1656081005133428,7456.7490120520915,8127.99999985156
3,5,3,-0.32174375653266907,0.07353792950017977,4475.165444743783,4991.99999975407
3,6,3,-0.6482806205749512,0.10038377371393852,1652.3197359360122,2752.0000001287
3,7,3,1.2813489437103271,1.2991963482907696,2067.3357061171996,2079.999999981835
3,8,3,-0.2297799438238144,-0.3563215910061932,789.8806635106009,704.000000029538
3,9,3,-0.8113225698471069,-0.30904497914209517,3705.577158777675,6271.99999981031
3,10,3,-0.9490393400192261,-1.188348795285352,3145.852510377614,2816.00000006214
4,0,3,-0.9121365547180176,-0.7753540850914369,4925.035498179966,5439.99999972807
4,1,3,-0.4714755713939667,-0.8454017149798625,5009.980857518545,4416.00000019019
4,2,3,0.6883935928344727,1.1515566830924113,3438.4758939315716,4416.00000019019
4,3,3,-0.9261555075645447,-0.625600697197025,4916.668961827094,6336.00000003636
4,4,3,0.19292674958705902,0.3168203771424516,13865.553498956646,15551.9999999966
4,5,3,-0.7821828722953796,0.27493514811825776,3705.589109874469,5760.00000005797
4,6,3,-0.6552807092666626,-0.46175175529967516,2154.3579224561963,2560.00000006756
4,7,3,0.6621448397636414,2.124884694958015,3506.2788400177133,6239.999999933675
4,8,3,-0.6751410961151123,-0.32371892873215724,870.3459437849082,1279.99999998251
4,9,3,-0.44951051473617554,-0.718809132652082,6931.899504632669,4927.99999993418
4,10,3,-0.9659804701805115,-1.125547756995694,8564.663617876233,7936.00000028007
5,0,3,-0.6740756034851074,-0.2738691237037144,6634.880958787466,8384.00000032845
5,1,3,-0.2874625325202942,-0.7357802701162824,5005.377298576715,4319.99999983516
5,2,3,0.7555999755859375,0.5907627797131169,2848.5430619119147,2624.00000009452
5,3,3,0.47349056601524353,0.43905701495109684,11876.615044657929,11455.9999999951
5,4,3,-0.6383450031280518,-0.5844956429766637,5956.184509041978,6208.00000022936
5,5,3,-0.165093794465065,0.0992156258593332,3795.4234767988996,4128.00000015935
5,6,3,-1.3060846328735352,0.7399562478493563,1530.0042295588344,5375.99999998395
5,7,3,1.2986644506454468,1.505515212473383,4493.0073419850905,4959.99999984635
5,8,3,-0.6061395406723022,0.5652231118477293,785.7505787671378,1983.99999991108
5,9,3,-1.396316409111023,-0.043420515894879615,3042.7760086218236,11200.0000001883
5,10,3,-1.0794281959533691,-0.7523645079734709,4625.207545267284,5247.99999987445
6,0,3,-1.2032990455627441,-0.8492722079057047,6572.328376749635,8127.99999985156
6,1,3,-0.06941185146570206,-0.8131758318262325,8731.468092986292,6815.99999993763
6,2,3,0.6375182271003723,2.3876130688157464,3743.7105678740713,10623.9999998277
6,3,3,-0.5656967163085938,-0.36083343315748106,4437.188446987924,5439.99999972807
6,4,3,0.7951248288154602,-0.17454912819763133,21099.249952314523,9535.99999995108
6,5,3,-0.8413035869598389,-0.14576188796156664,3250.0089725398593,4032.00000019675
6,6,3,-0.41288766264915466,-0.4452070846285759,2814.399434456824,2752.0000001287
6,7,3,1.0651497840881348,2.201038339418506,3295.737438986843,4959.999999844125
6,8,3,-0.5476592779159546,-0.5342216971912684,821.2336738409149,831.999999982354
6,9,3,-1.0110100507736206,-0.5440099776396179,3030.229911271715,5055.99999986504
6,10,3,0.6764200329780579,-0.9353810695002458,7667.569664021085,4224.00000005872
7,0,3,-0.9712992906570435,-0.9129964065275824,7841.109645104616,8063.99999991008
7,1,3,-1.7522605657577515,-0.586615375352271,9894.134850291939,12768.0000001329
7,2,3,0.3074871301651001,1.213866470815643,3394.0091969105474,4863.99999977624
7,3,3,-0.9505159854888916,-0.506721644768784,4365.268807668125,6208.00000022936
7,4,3,-0.8279361128807068,0.6163674555456506,8458.815719836493,19263.9999998353
7,5,3,-0.22599445283412933,-1.005705540356827,8464.339848437621,6719.99999988444
7,6,3,-0.5772444605827332,-0.9483665487853749,4060.507634767429,3391.99999995999
7,7,3,0.26513510942459106,1.5380078575898468,2306.55844073049,4031.9999999509346
7,8,3,0.1648307591676712,0.5764252373181458,1520.1494026468865,1983.99999991108
7,9,3,-2.1011860370635986,-1.3157033548225519,2877.8104915165577,5055.99999986504
7,10,3,-0.9730398058891296,-1.2629258363967863,7488.509661593132,6655.99999999305
8,0,3,-0.6683745384216309,-0.7243092003666982,5747.6338869708015,5503.99999992746
8,1,3,-0.15903958678245544,-1.1189723383041137,5964.655893435381,4319.99999983516
8,2,3,1.4291764497756958,1.6533480326017727,4687.340839049992,5312.00000023229
8,3,3,0.028917033225297928,-0.15678762800477394,9695.705724905973,8000.00000030421
8,4,3,-0.9819607138633728,-0.2766221967161587,4105.729549996895,8000.00000030421
8,5,3,-0.9400082230567932,0.48514118159243447,3078.1700534055544,5760.00000005797
8,6,3,-1.8036692142486572,-0.30397914018119737,923.8255923755078,2816.00000006214
8,7,3,1.831383466720581,2.1582502394281518,6420.758367661679,7424.00000007153
8,8,3,-0.1510930359363556,0.17419177603475625,1404.4437114431473,1983.99999991108
8,9,3,-1.5905569791793823,-1.0825959684723714,2273.1171625614834,4224.00000005872
8,10,3,-0.4496910274028778,-1.1657835683444564,10228.491524862013,7296.0000003344
9,0,3,-1.5414222478866577,-1.2186555100081258,3679.269707543905,4479.99999995954
9,1,3,-0.42809635400772095,-0.8290445465023019,6641.540337006409,5951.99999992306
9,2,3,0.424151748418808,2.014410767619864,3114.8687335518907,7488.00000031879
9,3,3,-0.1832331269979477,-0.44785348360167304,6937.9617967465265,5503.99999992746
9,4,3,-0.9864655137062073,-0.43898887841121526,6032.208804539381,9151.99999982081
9,5,3,-1.2148184776306152,-1.76156019318768,4023.4841266898866,3360.00000014364
9,6,3,-0.4044390320777893,0.1571961012190828,4112.921232195101,5503.99999992746
9,7,3,0.7807745933532715,0.41063080747812,2563.604818511562,2304.00000004325
9,8,3,-0.396791011095047,-0.2249976585148317,1213.2822247507268,1407.99999997467
9,9,3,-0.7351346611976624,-1.2879519174712264,9695.383909610628,5760.00000005797
9,10,3,-0.34968945384025574,-1.9484316102046733,12167.584839674688,6015.99999982147
0,0,4,-0.8959438800811768,-0.4785155627088274,2785.090858159298,3584.00000001856
0,1,4,0.0890389159321785,0.160712522257662,4133.531516335534,4224.00000005872
0,2,4,0.09664830565452576,1.09649886543176,1155.023493746355,2111.99999994477
0,3,4,-0.9210003018379211,0.3996990132876481,2438.6348599360913,8575.99999990925
0,4,4,1.3008965253829956,0.8721385114622562,18395.001033178152,13823.999999394
0,5,4,-1.027494192123413,-0.9619792514936538,2598.6537153898676,2687.99999988431
0,6,4,-0.06595880538225174,0.46965944290019335,2108.003495475269,2752.0000001287
0,7,4,0.11712828278541565,1.6454243244333013,2298.694599645276,3776.00000013068
0,8,4,0.3354239761829376,-0.5488668567487704,972.3449575819403,447.999999993286
0,9,4,-1.5740927457809448,-0.5955581784762422,2903.8947733737596,6527.99999971314
0,10,4,-0.38481423258781433,-0.19354738713733122,6629.800712518063,7040.0000003373
1,0,4,-1.1681424379348755,-0.4415297029797916,3415.000134426126,5375.99999998395
1,1,4,-1.1060075759887695,-0.6990927101784004,3526.6629117002976,4128.00000015935
1,2,4,0.8778558373451233,0.7104993433352893,2453.900470358171,2239.99999989005
1,3,4,-0.8355125188827515,0.7785811573114984,1872.29934617143,8447.99999961103
1,4,4,1.013771891593933,1.0304491529568995,14172.74902654421,14335.9999997891
1,5,4,-0.15485405921936035,-1.5401829755129817,3903.8799408045606,2687.99999988431
1,6,4,-0.4323452115058899,-0.2927417085669887,1949.5232408630607,2111.99999994477
1,7,4,0.16851931810379028,0.7142374127777965,1719.2114521925098,2111.99999994477
1,8,4,-0.444874107837677,-0.5863335009174909,585.0985922572329,511.999999979772
1,9,4,-1.465549111366272,-0.3424355640983194,1495.1940769387945,4863.99999977624
1,10,4,-1.4967777729034424,-0.809964619596373,4001.66209923014,5247.99999987445
2,0,4,-0.9001123905181885,-0.699468468046659,5403.032647321688,6015.99999982147
2,1,4,-1.5100752115249634,-0.8636358452094736,5877.584485453082,6719.99999988444
2,2,4,0.0658828467130661,0.6265589191148413,1929.6420375695527,2496.00000002666
2,3,4,-0.2995492219924927,-0.19169049451668185,8048.206359809518,8831.99999985094
2,4,4,1.9535499811172485,1.380333004405877,29900.14328818658,20736.0000009953
2,5,4,-2.297877311706543,-1.234491927615695,2330.2158286881668,3264.00000005223
2,6,4,0.313663125038147,-0.4177464453192436,4794.2867549381535,3327.99999986322
2,7,4,0.23422282934188843,2.2319300380139806,3266.111181693574,5439.99999972807
2,8,4,0.2744353711605072,-0.44812426868897726,1718.8756992563344,960.000000036593
2,9,4,-0.6419664621353149,-1.297955511740391,7765.375428139027,3520.00000002766
2,10,4,-1.2378342151641846,-1.2198747200547964,6354.168343695539,6399.99999969431
3,0,4,-1.2733631134033203,-0.7138880409624516,2941.366942683659,4288.00000021167
3,1,4,-0.19251510500907898,-0.04286434269865893,5411.910820374675,5664.00000014978
